id,question,answerText,top1,top2,top3,top4,top5
6c672763,Which A Day To Remember singer was born in 1985?,Jeremy McKinnon,Jeremy McKinnon,Joshua Woodard,Neil Westfall,Alex Shelnutt,Kevin Skaff
4ad61a5e,Which album by Nas came out in 1996?,It Was Written,It Was Written,Illmatic,The Lost Tapes,Stillmatic,God's Son
1703e671,Which video game was released in 2005 and featured the musical artist 50 Cent in a role?,50 Cent: Bulletproof,50 Cent: Bulletproof,Grand Theft Auto: San Andreas,The Warriors,True Crime: New York City,Def Jam: Fight for NY
db87811c,Which Call of Duty game was released on PlayStation 3 and featured the musical artist 50 Cent?,Call of Duty: Modern Warfare 2,Call of Duty: Modern Warfare 2,Call of Duty: Black Ops,Call of Duty: Modern Warfare 3,Call of Duty: Ghosts,Call of Duty: Advanced Warfare
4d364733,Which Backstreet Boy had a brother who was also a pop star?,Nick Carter,Nick Carter,Aaron Carter,,,
0bb18512,Which member of Kyuss would form the band Mondo Generator?,Nick Oliveri,Nick Oliveri,Josh Homme,Brant Bjork,John Garcia,Alfredo Hernandez
99c353b1,Which member of Black Flag would form Rollins Band?,Henry Rollins,Henry Rollins,Chris Haskett,Sim Cain,Melvin Gibbs,Andrew Weiss
e9829e2a,Which album by Eminem came out in 2019?,Kamikaze,"""Music to Be Murdered By""","""Kamikaze""","""Revival""","""The Marshall Mathers LP 2""","""Encore"""
ebfbabcd,Which album by Kanye West came out in 2019?,Jesus is King,Jesus Is King,Yandhi,Donda,Turbo Grafx 16,So Help Me God
7fb602bf,Who was the actor in Bad Boys II that also featured Joyner Lucas?,Will Smith,Will Smith,Martin Lawrence,Gabrielle Union,Joe Pantoliano,Michael Bay
c4a46746,Which member of G-Unit appeared in the movie Den of Thieves?,50 Cent,50 Cent,O'Shea Jackson Jr.,Pablo Schreiber,Evan Jones,Cooper Andrews
645b8695,Which Roddy Ricch track peaked No. 1 on Billboard in January 2020?,The Box,"""The Box""","""High Fashion""","""Ballin'""","""Start wit Me""","""Tip Toe"""
85c6e878,"Who is the singer of Easy On Me and was born in Tottenham, London?",Adele,Adele,Amy Winehouse,Sam Smith,Ed Sheeran,Dua Lipa
23280f12,"Who is the crooner of Talking to the Moon and was born on October 8, 1985?",Bruno Mars,Bruno Mars,Peter Gene Hernandez,Hawaii,Singer-songwriter,Grammy Awards
2d15b5e7,Who was dubbed The King of Pop and is the brother to Janet Jackson?,Michael Jackson,Michael Jackson,Tito Jackson,Jermaine Jackson,Marlon Jackson,Jackie Jackson
af54b3cd,Who sang Level Up and is also a spouse to Russell Wilson?,Ciara Wilson,Ciara,Beyoncé,Rihanna,Taylor Swift,Adele
4cc87069,Which member of the band U2 never identified as Christian?,Adam Clayton,Adam Clayton,Larry Mullen Jr.,The Edge,Bono,None of them
d4ba7609,Which member of U2 missed a concert that the rest of the band continued playing at?,Adam Clayton,Bono,The Edge,Adam Clayton,Larry Mullen Jr.,Paul McGuinness
a1ddfb01,Which original member of the Rolling Stones died?,Charlie Watts,Brian Jones,Ian Stewart,Mick Jagger,Keith Richards,Charlie Watts
0f64865e,Which member of Bruce Springsteen's E Street Band died from a stroke?,Clarence Clemons,Clarence Clemons,Danny Federici,David Sancious,Vini Lopez,Nils Lofgren
dd7133e8,Which album by The Goo Goo Dolls came out in 1998?,Dizzy Up The Girl,Dizzy Up the Girl,A Boy Named Goo,Superstar Car Wash,Hold Me Up,Gutterflower
c135e500,Which album by The Goo Goo Dolls came out in 2002?,Gutterflower,Gutterflower,Dizzy Up the Girl,A Boy Named Goo,Superstar Car Wash,Hold Me Up
6e28a000,Which album by The Goo Goo Dolls came out in 1995?,A Boy Named Goo,A Boy Named Goo,Superstar Car Wash,Hold Me Up,Jed,Gutterflower
8c4cb33c,Which album by The Goo Goo Dolls came out in 2006?,Let Love In,Let Love In,Dizzy Up the Girl,Gutterflower,Something for the Rest of Us,Magnetic
b04eaa2f,Which album by U2 came out in 1991?,Achtung Baby,Achtung Baby,The Joshua Tree,Rattle and Hum,War,The Unforgettable Fire
a0da7591,Which album by Tupac came out in 1991?,2Pacalypse Now,2Pacalypse Now,Strictly 4 My N.I.G.G.A.Z...,Thug Life: Volume 1,Me Against the World,All Eyez on Me
c3125b53,Which album by Tupac came out in 1995?,Me Against the World,Me Against the World,All Eyez on Me,The Don Killuminati: The 7 Day Theory,Strictly 4 My N.I.G.G.A.Z...,Thug Life: Volume 1
1531e431,Which album by Tupac came out in 1996?,All Eyez on Me,All Eyez on Me,The Don Killuminati: The 7 Day Theory,Makaveli,R U Still Down? (Remember Me),Greatest Hits
4f6b36b7,Which album by Tupac came out in 1997?,R U Still Down?,R U Still Down? (Remember Me),The Don Killuminati: The 7 Day Theory,Greatest Hits,Still I Rise (with Outlawz),Until the End of Time
5774591a,Which album by Tupac came out in 1993?,Strictly 4 My N.I.G.G.A.Z.,"""Strictly 4 My N.I.G.G.A.Z...""","""2Pacalypse Now""","""Thug Life: Volume 1""","""Me Against the World""","""All Eyez on Me"""
b9ed0a05,Which Bring Me The Horizon album came out in 2006?,Count Your Blessings,Count Your Blessings,Suicide Season,"There Is a Hell Believe Me I've Seen It, There Is a Heaven Let's Keep It a Secret",Sempiternal,That's the Spirit
1d660c3c,Which Bring Me The Horizon album came out in 2008?,Suicide Season,Suicide Season,Count Your Blessings,"There Is a Hell Believe Me I've Seen It, There Is a Heaven Let's Keep It a Secret",Amo,That's the Spirit
9358fd9f,Which Bring Me The Horizon album came out in 2013?,Sempiternal,Sempiternal,"There Is a Hell Believe Me I've Seen It, There Is a Heaven Let's Keep It a Secret",Suicide Season,That's the Spirit,Amo
8ca24a4b,Which Bring Me The Horizon album came out in 2019?,Amo,Amo,Music to Listen to~,That's the Spirit,Sempiternal,Post Human: Survival Horror
75de1066,Who is a member of the band Tool and also of A Perfect Circle?,Maynard James Keenan,Maynard James Keenan,Adam Jones,Danny Carey,Justin Chancellor,James Iha
56a09dcf,Which album by Tool came out in 2019?,Fear Innoculum,Fear Inoculum,Fear Inoculum,Fear Inoculum,Fear Inoculum,Fear Inoculum
6131f1c2,Which album by Tool came out in 1993?,Undertow,Undertow,Opiate,Lateralus,Ænima,Fear Inoculum
e6cab91e,Who was a member of both Nirvana and Foo Fighters?,David Grohl,Dave Grohl,Pat Smear,Krist Novoselic,Chad Channing,Jason Everman
eb5b9c72,Who is a member of Blackpink who was born in Thailand?,Lisa,Lisa,Lalisa Manoban,Pranpriya Manoban,Panpriya Manoban,"Lalisa ""Lisa"" Manobal"
26096118,Who starred in Hannah Montana and was married to Liam Hemsworth?,Miley Cyrus,Miley Cyrus,Billy Ray Cyrus,Emily Osment,Jason Earles,Mitchel Musso
001999b6,Which song by Billie Eilish has the most views on YouTube?,Lovely,"""Bad Guy""","""Lovely"" (with Khalid)","""Bury a Friend""","""When the Party's Over""","""Ocean Eyes"""
90844087,Which was the last album made by the band The Beatles?,Let It Be,Abbey Road,Let It Be,Sgt. Pepper's Lonely Hearts Club Band,Revolver,The White Album
0cec3cbf,What is the name of the first single by the artist Taylor Swift?,Tim McGraw,Tim McGraw,Teardrops on My Guitar,Our Song,Picture to Burn,Should've Said No
f76aee21,Which artist was a member of The Beatles and Wings?,Paul McCartney,Paul McCartney,John Lennon,George Harrison,Ringo Starr,Linda McCartney
fde82f8b,"Which singer from R.E.M. was born in Decatur, GA?",Michael Stipe,Michael Stipe,Peter Buck,Mike Mills,Bill Berry,
f98eec31,Who was the bass player for Metallica who died in a bus crash?,Cliff Burton,Cliff Burton,Jason Newsted,Robert Trujillo,James Hetfield,Lars Ulrich
121a0834,Who wrote the song Karma Police and has a lazy eye?,Thom Yorke,Thom Yorke,Radiohead,"Oxford, England",Lead singer of Radiohead,Karma Police songwriter
d9974673,Who was the leader of KISS who starred in several reality shows?,Gene Simmons,Gene Simmons,Paul Stanley,Ace Frehley,Peter Criss,Tommy Thayer
9dd47d95,Who produced the song Happy Christmas (War is Over) and murdered people?,Phil Spector,John Lennon,Yoko Ono,Mark David Chapman,Phil Spector,The Beatles
e1b8794a,Which album by Eminem came out in 1999?,The Slim Shady LP,The Slim Shady LP,The Marshall Mathers LP,Infinite,Revival,Kamikaze
12826e15,Which album by Eminem came out in 2000?,The Marshall Mathers LP,The Marshall Mathers LP,The Slim Shady LP,Infinite,Revival,Kamikaze
76dd5586,Which album by Eminem came out in 2002?,The Eminem Show,The Eminem Show,8 Mile Soundtrack,Devil's Night (with D12),Infinite,Curtain Call: The Hits
9435a63f,Which album by Eminem came out in 2004?,Encore,Encore,Curtain Call: The Hits,Eminem Presents: The Re-Up,Straight from the Lab EP,Shady XV
fca1036a,Which album by Eminem came out in 2009?,Relapse,Relapse,Recovery,Encore,The Marshall Mathers LP 2,Revival
1d30dd5d,Who acted in the movie ATL and is part of the group Hustle Gang?,TI,T.I.,Lauren London,Evan Ross,Big Boi,Jackie Long
34be4c58,Which member of Ninja Sex Party is also one of the Game Grumps and Starbomb?,Dan Avidan,Danny Sexbang,Dan Avidan,Ninja Brian,Arin Hanson,Egoraptor
5a6c7acd,Which member of Fozzy is also a professional wrestler?,Chris Jericho,Chris Jericho,Rich Ward,Frank Fontsere,Billy Grey,Randy Drake
937bf178,Which member of the Jackson 5 had an affair with Paula Abdul?,Jackie Jackson,Jermaine Jackson,Tito Jackson,Marlon Jackson,Jackie Jackson,Michael Jackson
b741e1be,"Which member of the Highwaymen performed ""America the Beautiful"" at WrestleMania VII?",Willie Nelson,Waylon Jennings,Willie Nelson,Johnny Cash,Kris Kristofferson,Jimmy Webb
5f0337b2,"Which artist won the Grammy for Best New Artist 2021 and was born in San Antonio, Texas?",Megan Thee Stallion,Megan Thee Stallion,Doja Cat,Phoebe Bridgers,Ingrid Andress,Kaytranada
8f516b49,Which member of BTS raps and speaks English fluently?,RM (formerly Rap Monster),RM,Suga,J-Hope,V,Jungkook
cd927e2c,Which musician starred in Goldmember and was a member of Destiny's Child?,Beyonce,Beyoncé,Destiny's Child,Goldmember,Austin Powers,Jay-Z
54eaf371,Which rapper with the stage name Marky Mark also starred in Joe Bell?,Mark Wahlberg,Mark Wahlberg,Mark Robert Michael Wahlberg,Marky Mark,Marky Mark and the Funky Bunch,Joe Bell
c8035807,Which musician starred in movies such as Hustlers and Selena?,Jennifer Lopez,Jennifer Lopez,Beyoncé,Lady Gaga,Rihanna,Madonna
441d592e,Which member of *NSYNC also came out as gay in 2006?,Lance Bass,Lance Bass,Justin Timberlake,JC Chasez,Joey Fatone,Chris Kirkpatrick
6ebda98e,Which Jonas brother starred in the TV series Kingdom?,Nick Jonas,Nick Jonas,Joe Jonas,Kevin Jonas,Frankie Jonas,None of the above
42f4e9da,Which NSYNC member dated Britney Spears?,Justin Timberlake,Justin Timberlake,Lance Bass,JC Chasez,Joey Fatone,Chris Kirkpatrick
28e9a971,Which Jonas brother dated Taylor Swift?,Joe Jonas,Joe Jonas,Nick Jonas,Kevin Jonas,Frankie Jonas,None of the above
49ecc7bc,Which member of The Beatles was born in 1943?,George Harrison,George Harrison,John Lennon,Paul McCartney,Ringo Starr,Stuart Sutcliffe
868c012e,Which Taylor Swift album came out in 2014?,1989,1989,Red,Fearless,Speak Now,Reputation
e54053ff,Which album by David Bowie came out in 2016?,Blackstar,Blackstar,No Plan,Lazarus,The Gouster,Who Can I Be Now?
c6e657b5,Which album by David Bowie came out in 2013?,The Next Day,The Next Day,Blackstar,Reality,Heathen,Hours
ff30a526,Which album by David Bowie came out in 2003?,Reality,Reality,Heathen,The Next Day,Blackstar,Hours
ab372084,Which album by David Bowie came out in 2002?,Heathen,Heathen,Reality,The Next Day,Blackstar,No Plan
4c6f5616,Which album by David Bowie came out in 1999?,Heathen,'Hours...','Thursday's Child','Survive','The Pretty Things Are Going to Hell','Seven'
7c734bb6,Who is the singer in G-Idle who was born in China?,Yuqi,Yuqi,Song Minnie,Shuhua,Soyeon,Miyeon
1c0d586c,Who is the singer in G-Idle who was born in Taiwan?,Shuhua,Yuqi,Song Minnie,Soyeon,Miyeon,Shuhua
ffd5a12d,Which former member of Fifth Harmony is currently dating Shawn Mendes?,Camila Cabello,Camila Cabello,Normani Kordei,Lauren Jauregui,Ally Brooke,Dinah Jane
249e574c,"Which singer from Franklin, Tennessee, has also taken the stage name Hannah Montana?",Miley Cyrus,Miley Cyrus,Destiny Hope Cyrus,Smiley Miley,Hannah Montana,Ashley O
bda68f6b,"Which singer was born in Saint Michael, Barbados and dated Chris Brown?",Rihanna,Rihanna,Robyn Fenty,RiRi,Bad Gal Riri,Queen of Barbados
a8c318fc,"Which singer was born in Tappahannock, Virginia and was accused of assaulting Rihanna?",Chris Brown,Chris Brown,Rihanna,"Tappahannock, Virginia",Assault accusations ,Singer
cf4b3f8d,Which album by Bruno Mars came out in 2010?,Doo-Wops & Hooligans,Doo-Wops & Hooligans,,,,
46a5a8cd,Which album by Bruno Mars came out in 2016?,24K Magic,24K Magic,Unorthodox Jukebox,Doo-Wops & Hooligans,Earth to Mars,It's Better If You Don't Understand
4a6801fe,Which album by The Beatles came out in 1966?,Revolver,Revolver,Rubber Soul,Sgt. Pepper's Lonely Hearts Club Band,Abbey Road,The White Album
d7e577e9,Which album by The Beatles came out in 1970?,Let It Be,Let It Be,Abbey Road,Sgt. Pepper's Lonely Hearts Club Band,The White Album,Revolver
5adf921c,Which album by The Beatles came out in 1988?,Past Masters,None,of,The,Beatles',albums
640d8184,Where is the band known for the rock song Stairway to Heaven from?,"London, United Kingdom",England,Led Zeppelin,Jimmy Page,Robert Plant,London
bc54f7a5,What city is the lead singer of the Verve from?,"Wigan, United Kingdom",Wigan,England,Richard Ashcroft,United Kingdom,The Verve
9ca2467b,Who is the original singer of Born to Run currently married to?,Patti Scialfa,Patti Scialfa,Bruce Springsteen,,,
e8fda26f,What country was the lead vocalist of Queen born in?,Tanzania,Tanzania,Zanzibar,United Kingdom,England,Stone Town
947e7074,What city was the original singer of Purple Haze born in?,Seattle,Seattle,Washington,Jimi Hendrix,James Marshall Hendrix,Johnny Allen Hendrix
adcfaec4,Who is the drummer from The Beatles married to?,Barbara Bach,Maureen Starkey,Barbara Bach,Olivia Trinidad Arias,Nancy Shevell,Linda McCartney
7ed28874,Where was the lead singer from the Rolling Stones born?,"Dartford, United Kingdom","Dartford, Kent, England","London, England","Hillingdon, Middlesex, England","East Dulwich, London, England","Lewisham, London, England"
b9354cf6,"Which city did the band that wrote ""Shiny Happy People"" come from?","Athens, GA",Athens,Georgia,United States,R.E.M.,Band
0d59160b,The vocalist for Nirvana was born in what city?,"Aberdeen, WA",Aberdeen,Washington,USA,Kurt Cobain,
f31def6d,Where was the drummer from R.E.M. born?,"Duluth, Minnesota","Athens, Georgia","Decatur, Georgia","Macon, Georgia","Augusta, Georgia","Columbus, Georgia"
790659b8,"What did the member of the Rolling Stones who died August 24, 2021 play as an instrument?",Drums,Guitar,Vocals,Bass guitar,Drums,Keyboards
d843c92a,"On what type of vehicle was the singer of the song ""Peggy Sue"" killed?",Plane,Motorcycle,Car,Plane,Bus,Train
2e52344e,What type of keyboard did the keyboardist of The Doors use?,Vox Continental combo organ,Vox Continental,Gibson G-101,Fender Rhodes,Farfisa Compact Duo,Moog synthesizer
e6121995,Who is the romantic partner of the first person to leave the One Direction band?,Gigi Hadid,Eleanor Calder,Gigi Hadid,Sophia Smith,Perrie Edwards,Camille Rowe
609a12f1,"Where did singer of ""Lucky"" grow up?","Kentwood, Louisiana","Nashville, Tennessee","Los Angeles, California","London, England","New York City, New York","Dublin, Ireland"
ec4f0aa9,"Where did the singer of ""Toxic"" earn her high school degree from?",University of Nebraska High School,Kentwood High School,Professional Performing Arts School,McComb High School,Parklane Academy,NYC Lab School
9b077c8e,"What is the name of the sister of the singer for ""I'm a Slave 4 U""?",Jamie Lynn Spears,Jamie Lynn Spears,Britney Spears,Christina Aguilera,Jessica Simpson,Mandy Moore
6be3c090,"Who was the first husband of the singer who sang ""Stronger""?",Jason Alexander,Damon Thomas,Kris Humphries,Kanye West,Brandon Blackstock,Narvel Blackstock
b045d266,"Where did the singer of ""Burning Love"" go to high school?",Humes High School,Tupelo High School,Humes High School,East Tupelo Consolidated School,Myrtle Hall High School,Milam Junior High School
4fb93d93,What gender is the artist that did The Crossing in 2000?,male,Bill Viola,Marina Abramovic,Shirin Neshat,Matthew Barney,Nan Goldin
fa57903d,The album from 1980 called Tritonis was done by whom?,Dave Brubeck,Isao Tomita,Vangelis,Jean-Michel Jarre,Kitaro,Tangerine Dream
d67dfb2b,Who was the lead singer of Nirvana married to?,Courtney Love,Courtney Love,Jennifer Finch,Mary Lou Lord,Tobi Vail,Kathleen Hanna
255fc250,Which band did the lead singer of Like a Stone join after Soundgarden?,Audioslave,Audioslave,Temple of the Dog,Prophets of Rage,Rage Against the Machine,Chris Cornell (solo career)
ba39f121,Which band won the Best Music Video Award in 2009?,Weezer,Green Day,Beyoncé,Lady Gaga,Kanye West,The Black Eyed Peas
9b2dc17f,Where was the lead singer of the Rolling Stones born?,"Dartford, United Kingdom","Dartford, Kent, England","Hillingdon, Middlesex, England","East Dulwich, London, England","Lewisham, London, England","Edgware, Middlesex, England"
55596001,What instrument does the lead singer of the Eagles play?,Drums,Guitar,Piano,Drums,Bass guitar,Harmonica
724db5c0,Where was the singer of Back in Black born?,"Dunston, County Durham, England","Sydney, Australia","Kirriemuir, Scotland","Forfar, Scotland","Stonehaven, Scotland","Brechin, Scotland"
d4f5ad3a,Who is the oldest member of Metallica married to?,Francesca Hetfield,Francesca Tomasi,Lani Hammett,Skylar Ulrich,Molly Trujillo,Connie Hetfield
c711d077,Which school did the singer of Shine Bright like a Diamond attend?,Combermere School,Juilliard School,Berklee College of Music,High School of Performing Arts,Royal Academy of Music,Los Angeles County High School for the Arts
cf120515,Who is the wife of the richest rapper in the world?,Beyonce Knowles,Beyoncé,Kim Kardashian,Cardi B,Nicki Minaj,Rihanna
ec31bff5,"Where did the ""Before he Cheats"" singer go to college?",Northeastern State University,Belmont University,Middle Tennessee State University,Northeastern State University,Oklahoma State University,Western Washington University
73dd5453,"What rapper of ""All Falls Down"" is married to Kim Kardashian?",Kanye West,Kanye West,Jay-Z,Drake,Eminem,Lil Wayne
ede6266a,Where was the lead singer of Pearl Jam born?,"Evanston, IL","Chicago, Illinois","Evanston, Illinois","Park Forest, Illinois","Glenview, Illinois","Rockford, Illinois"
18b40293,Which actress is the lead singer of Aerosmith the father of?,Liv Tyler,Liv Tyler,Mia Tyler,Chelsea Tallarico,Taj Monroe Tallarico,Lula Rose Gardner
0d9dab2d,Who is the lead singer of 98 Degrees married to?,Vanessa Minnillo,Vanessa Lachey,Nick Lachey,Jessica Simpson,Drew Lachey,Lea Michele
5a9fa003,Who did the drummer of Motley Crue marry in 1995?,Pamela Anderson,Pamela Anderson,Heather Locklear,Donna D'Errico,Sharise Ruddell,Brandi Brandt
b5237e97,"Where was the singer of ""Levitating"" born?","London, United Kingdom","London, England","Glasgow, Scotland","Sydney, Australia","Los Angeles, California","Paris, France"
11dfec2b,Where was the oldest member of The Rolling Stones born?,"Lewisham, London, England","Dartford, Kent, England","London, England","Hillingdon, Middlesex, England","East Dulwich, London, England","Lewisham, London, England"
7897a1b6,When was Beyoncé's last album released?,Everything is love was released in 2018.,"April 23, 2016","July 24, 2020","December 13, 2013","June 24, 2011","November 18, 2008"
d53e6408,What was the first album released in 2020?,Now or Never,"""Manic"" by Halsey","""Rare"" by Selena Gomez","""Music to Be Murdered By"" by Eminem","""Circles"" by Mac Miller","""Changes"" by Justin Bieber"
77669454,Which was the first record label Elvis Presley signed with?,Sun Records,Sun Records,RCA Victor,Columbia Records,Capitol Records,Decca Records
d5af1e12,What is the first song on Led Zeppelin's first LP?,Good Times Bad Times,Good Times Bad Times,Babe I'm Gonna Leave You,You Shook Me,Dazed and Confused,Your Time Is Gonna Come
4e259929,Where was The Beatles' first US performance?,The Washington Coliseum,The Ed Sullivan Show,Carnegie Hall,Washington Coliseum,Shea Stadium,Hollywood Bowl
b11ffa48,What was the last album Duane Allman recorded on?,Eat a Peach,Layla and Other Assorted Love Songs,At Fillmore East,Eat a Peach,Brothers and Sisters,"Win, Lose or Draw"
126cd586,What is R.E.M.'s first album called?,Murmur,Murmur,Chronic Town,Reckoning,Fables of the Reconstruction,Lifes Rich Pageant
804d5a00,What is Princes first album called?,For You,For You,Prince,Dirty Mind,Controversy,Purple Rain
5d7e2962,What is No Doubt's first album called?,No Doubt,No Doubt,The Beacon Street Collection,Tragic Kingdom,Return of Saturn,Rock Steady
4ba3dcd9,What was the second Led Zepplin album called?,Led Zeppelin II,Led Zeppelin II,Untitled,The Second Album,Led Zeppelin II: Electric Boogaloo,II
02469fb2,What was Ozzy Osbourne's second Grammy for?,Best Metal Performance,"""I Don't Want to Change the World""","""Iron Man""","""Crazy Train""","""Paranoid""","""War Pigs"""
69024acd,When was Drake's third studio album released?,Nothing Was the Same,"September 24, 2013",Nothing Was the Same,"Toronto, Canada",Young Money Entertainment,Grammy Award for Best Rap Album
acff7c3f,When was Drake's fourth studio album released?,Views,"September 24, 2013","September 20, 2013","September 24, 2015","September 20, 2015","October 29, 2021"
9f951d78,What was the sixth album released by Taylor Swift?,Reputation,Reputation,Lover,Fearless,Red,Speak Now
fa0a3769,What is the second song on Puff Daddy's album No Way Out?,Victory,"""Victory""","""Been Around the World""","""What You Gonna Do?""","""Don't Stop What You're Doing""","""If I Should Die Tonight"""
5bfc1836,What is the last album to be released by Eminem?,Music to Be Murdered By,Music to Be Murdered By,Kamikaze,Revival,The Marshall Mathers LP 2,Recovery
bb71864a,What was the second Spice Girls' album called?,Spiceworld,Spiceworld,Girl Power,Wannabe,Spice Up Your Life,Viva Forever
d069257b,Who is the fourth richest musician in the world?,P-Diddy,Jay-Z,Paul McCartney,Rihanna,Dr. Dre,Kanye West
18207b2d,Who is the fifth musician to win Album of the Year at the Grammys?,Vaughn Meader,Adele,Taylor Swift,Stevie Wonder,Paul Simon,Billie Eilish
189a5466,What was Michael Jackson's last album of the 1970s?,Off the Wall,Off the Wall,Thriller,Bad,Dangerous,"HIStory: Past, Present and Future, Book I"
724f2f72,Who was the first rap artist?,Coke La Rock,DJ Kool Herc,Grandmaster Flash,Afrika Bambaataa,The Sugarhill Gang,Kurtis Blow
2a47bbc7,What was Macklemore's most recent album?,Gemini,Gemini,This Unruly Mess I've Made,The Heist,The Language of My World,The Unplanned Mixtape
39f8fb0f,What was Hank Williams second studio album called?,Moanin' the Blues,"""Moanin' the Blues""","""Ramblin' Man""","""Honky Tonkin'""","""The Garden Spot Programs, 1950""","""Hank Williams as Luke the Drifter"""
282ca4f0,What is T.Rex's second album?,"Prophets, Seers & Sages, the Angels of the Ages",Electric Warrior,The Slider,Tanx,Zinc Alloy and the Hidden Riders of Tomorrow,Bolan's Zip Gun
40dc7196,What is John Lennon's first solo album titled?,John Lennon/Plastic Ono Band,Plastic Ono Band,Imagine,Mind Games,Walls and Bridges,Rock 'n' Roll
6a801900,What is the first band Paul McCartney formed after leaving The Beatles?,Wings,Wings,The Fireman,The Quarrymen,The Plastic Ono Band,The Traveling Wilburys
da3ad814,What is the first number one single T.Rex had?,Ride a White Swan,"""Hot Love""","""Get It On""","""Telegram Sam""","""Metal Guru""","""20th Century Boy"""
9a956306,What was the last Led Zepplin studio album?,In Through the Out Door,In Through the Out Door,Presence,Physical Graffiti,Houses of the Holy,Led Zeppelin IV
c17fd715,What was AC/DC's last album called?,Power Up,Power Up,Rock or Bust,Black Ice,Stiff Upper Lip,Ballbreaker
d350ea9c,What was Beyoncé's second album called?,B'Day,B'Day,Dangerously in Love,Lemonade,4,I Am... Sasha Fierce
65dcc89b,What is the first Lana Del Rey album called?,Lana Del Ray,Born to Die,Ultraviolence,Honeymoon,Lust for Life,Norman Fucking Rockwell
e186455c,What is the second Lana Del Rey album called?,Born to Die,Born to Die,Ultraviolence,Honeymoon,Lust for Life,Norman Fucking Rockwell
38c7bf54,What is the third Lana Del Rey album called?,Ultraviolence,Ultraviolence,Honeymoon,Lust for Life,Norman Fucking Rockwell!,Chemtrails over the Country Club
2b9018fd,What is the fourth Lana Del Rey album called?,Honeymoon,Lust for Life,Norman Fucking Rockwell!,Chemtrails over the Country Club,Blue Banisters,Rock Candy Sweet
663e0047,What is the fifth Lana Del Rey album called?,Lust for Life,Blue Banisters,Chemtrails over the Country Club,Norman Fucking Rockwell!,Lust for Life,Honeymoon
e0247717,Who has been the last woman to win a Grammy to date?,Taylor Swift,Billie Eilish,Adele,Taylor Swift,Beyoncé,Lizzo
3ac4aa22,What was the third album Modern Talking released?,Ready for Romance,Ready for Romance,In the Middle of Nowhere,Let's Talk About Love,Romantic Warriors,Back for Good
2464dd95,What is the name of the first U2 album?,Boy,Boy,October,War,The Unforgettable Fire,The Joshua Tree
2d3d4704,What is the third Led Zeppelin album called?,Led Zeppelin III,Led Zeppelin III,Untitled (commonly known as Led Zeppelin IV),Houses of the Holy,Physical Graffiti,Presence
821edc8e,What is the name of Metric's fifth studio album?,Synthetica,Fantasies,Synthetica,Pagans in Vegas,Art of Doubt,Pagans in Vegas
adb3f0d3,What is the name of Madonna's third studio album?,True Blue,True Blue,Like a Prayer,Madonna,Ray of Light,Music
02f3689b,What is Alicia Key's 5th album called?,Girl on Fire,Girl on Fire,The Element of Freedom,As I Am,Songs in A Minor,Here
13088bdb,What was Nirvana's first album called?,Bleach,Bleach,Nevermind,In Utero,MTV Unplugged in New York,Live at Reading
96706be5,What was R.E.M.'s first album called?,Murmur,Murmur,Chronic Town,Reckoning,Fables of the Reconstruction,Lifes Rich Pageant
1111a095,What was R.E.M.'s last studio album called?,Collapse into Now,Collapse into Now,Accelerate,Around the Sun,Reveal,Up
2ebb93e7,What was Sublime's first album called?,4 Oz. to Freedom,40oz. to Freedom,Jah Won't Pay the Bills,Robbin' the Hood,Second-hand Smoke,Sublime
7af26785,What is the second Britney Spears album called?,Oops!...I Did It Again,Oops!... I Did It Again,Baby One More Time,Britney,In the Zone,Circus
1d537b67,What was Backstreet Boys second single called?,As Long As You Love Me,"""Quit Playing Games (With My Heart)""","""As Long as You Love Me""","""Everybody (Backstreet's Back)""","""I'll Never Break Your Heart""","""All I Have to Give"""
27ced24a,When was Weezer's third album released?,Green Album?,"May 10, 2001","June 8, 2001","July 3, 2001","August 7, 2001","September 10, 2001"
0a187e4a,What is the name of the first Beatles' album?,Please Please Me,Please Please Me,With the Beatles,A Hard Day's Night,Beatles for Sale,Help!
665ed8f4,What was the name of the first Cher album?,All I Really Want to Do,All I Really Want to Do,The Sonny Side of Cher,"With Love, Cher",Backstage with Cher,Stars
46d4a33a,What was the name of the first Johnny Cash album?,Johnny Cash with His Hot & Blue Guitar,With His Hot and Blue Guitar,The Fabulous Johnny Cash,Sings the Songs That Made Him Famous,Ride This Train,Now Here's Johnny Cash
95c54266,What is the name of the first Tupac album?,2Pacalypse Now,2Pacalypse Now,Strictly 4 My N.I.G.G.A.Z...,Me Against the World,All Eyez on Me,The Don Killuminati: The 7 Day Theory
576ca047,What is the name of the first Outcast album?,Southernplayalisticadillacmuzik,Outcast,Southernplayalisticadillacmuzik,ATLiens,Aquemini,Stankonia
8f5ef299,What is the third Dixie Chicks' album called?,Shouldn't a Told You That,Home,Taking the Long Way,Fly,Wide Open Spaces,Gaslighter
fa4be111,What is the second Pearl Jam album called?,Vs.,Vs.,Vitalogy,No Code,Yield,Binaural
ede2f812,What is the last Nirvana album called?,In Utero,In Utero,Nevermind,Bleach,MTV Unplugged in New York,Live at Reading
64f0c72c,What is the first British Rolling Stones' studio album called?,The Rolling Stones,The Rolling Stones,England's Newest Hit Makers,The Rolling Stones No. 2,Out of Our Heads,Aftermath
